"review_id";"title";"review_text";"rating";"review_date";"cleaned_text";"score_syuzhet";"score_afinn";"sentiment_category";"anger";"anticipation";"disgust";"fear";"joy";"sadness";"surprise";"trust";"negative";"positive"
"204";"Needs improvement";"Not quite what we hoped. the beach access was slightly confusing. Expected more from a luxury brand.";"2";"December 2025";"not quite what we hoped the beach access was slightly confusing expected more from a luxury brand";"0,00";"0";"Neutral";"0";"1";"0";"0";"2";"0";"0";"0";"0";"1"
"205";"Best resort in Bali";"What a beautiful property! The resort architecture was top notch. Worth every penny.";"5";"November 2026";"what a beautiful property the resort architecture was top notch worth every penny";"1,50";"7";"Positive";"0";"1";"0";"0";"1";"0";"0";"2";"0";"3"
"206";"Not a 5-star experience";"The resort looks nice but the food quality was disappointing. Very disappointed.";"1";"September 2026";"the resort looks nice but the food quality was disappointing very disappointed";"-1,10";"1";"Negative";"1";"0";"1";"0";"1";"2";"0";"1";"2";"1"
"207";"Amazing stay";"We just returned from Bvlgari. Butler service exceeded our expectations. Will definitely return.";"5";"November 2026";"we just returned from bvlgari butler service exceeded our expectations will definitely return";"0,80";"0";"Positive";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1"
"208";"Beautiful but overrated";"Absolutely stunning resort. Breakfast spread was good, but the food quality was completely overrated.";"3";"July 2025";"absolutely stunning resort breakfast spread was good but the food quality was completely overrated";"2,65";"9";"Positive";"0";"1";"0";"0";"2";"0";"1";"2";"0";"4"
"209";"Amazing stay";"Absolutely stunning resort. Balinese hospitality was perfect. Will definitely return.";"4";"October 2024";"absolutely stunning resort balinese hospitality was perfect will definitely return";"2,50";"7";"Positive";"0";"1";"0";"0";"1";"0";"0";"1";"0";"2"
"210";"Breathtaking views";"Our family stayed here. The spa treatment was top notch. Best trip ever.";"5";"May 2024";"our family stayed here the spa treatment was top notch best trip ever";"0,65";"5";"Positive";"0";"2";"0";"0";"1";"0";"2";"2";"0";"2"
"211";"Breathtaking views";"We just returned from Bvlgari. The main pool was impeccable. Highly recommended!";"4";"January 2026";"we just returned from bvlgari the main pool was impeccable highly recommended";"1,40";"2";"Positive";"0";"0";"0";"0";"0";"0";"0";"1";"0";"3"
"212";"Overpriced";"A mixed experience. the food quality needed improvement. Not worth the price.";"1";"January 2024";"a mixed experience the food quality needed improvement not worth the price";"1,90";"6";"Positive";"0";"0";"0";"0";"2";"0";"0";"2";"0";"3"
"213";"Heaven on earth";"We just returned from Bvlgari. The main pool was incredible 😍! We felt like royalty.";"5";"April 2024";"we just returned from bvlgari the main pool was incredible we felt like royalty";"2,00";"2";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3"
"214";"Heaven on earth";"Absolutely stunning resort. The Italian restaurant was perfect. Will definitely return.";"5";"March 2024";"absolutely stunning resort the italian restaurant was perfect will definitely return";"1,50";"7";"Positive";"0";"1";"0";"0";"1";"0";"0";"1";"0";"1"
"215";"Amazing stay";"We just returned from Bvlgari. The resort architecture was outstanding. We felt like royalty.";"5";"February 2025";"we just returned from bvlgari the resort architecture was outstanding we felt like royalty";"1,85";"7";"Positive";"0";"0";"0";"0";"1";"0";"0";"1";"1";"2"
"216";"Needs improvement";"We had high expectations. the staff coordination took too long. We won't be returning.";"2";"April 2024";"we had high expectations the staff coordination took too long we won t be returning";"0,90";"3";"Positive";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"217";"Not a 5-star experience";"The resort looks nice but the food quality was sub-par. Needs better management.";"2";"April 2026";"the resort looks nice but the food quality was sub par needs better management";"2,10";"7";"Positive";"0";"0";"0";"0";"1";"0";"0";"2";"0";"2"
"218";"Unmatched luxury";"My partner and I visited Bali. The spa treatment was outstanding. We felt like royalty.";"5";"March 2026";"my partner and i visited bali the spa treatment was outstanding we felt like royalty";"2,80";"7";"Positive";"0";"1";"0";"0";"2";"0";"1";"1";"1";"4"
"219";"Overpriced";"The resort looks nice but the dining prices was sub-par. Not worth the price.";"2";"October 2026";"the resort looks nice but the dining prices was sub par not worth the price";"1,25";"5";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"220";"Best resort in Bali";"We just returned from Bvlgari. Balinese hospitality was absolutely breathtaking! Will definitely return.";"4";"April 2024";"we just returned from bvlgari balinese hospitality was absolutely breathtaking will definitely return";"1,50";"5";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"221";"Breathtaking views";"Absolutely stunning resort. Balinese hospitality was outstanding. A must-visit in Bali.";"4";"January 2026";"absolutely stunning resort balinese hospitality was outstanding a must visit in bali";"2,90";"9";"Positive";"0";"0";"0";"0";"1";"0";"0";"0";"1";"3"
"222";"Nice but slow service";"Our family stayed here. The main pool was good, but the wifi connection was slightly confusing.";"3";"November 2024";"our family stayed here the main pool was good but the wifi connection was slightly confusing";"0,65";"1";"Positive";"0";"1";"0";"0";"1";"0";"1";"1";"0";"3"
"223";"Good but pricey";"My partner and I visited Bali. The main pool was good, but the check-in process needed improvement.";"3";"November 2025";"my partner and i visited bali the main pool was good but the check in process needed improvement";"2,70";"5";"Positive";"0";"1";"0";"0";"2";"0";"1";"2";"0";"5"
"224";"Heaven on earth";"My partner and I visited Bali. Breakfast spread was impeccable. Worth every penny.";"5";"May 2026";"my partner and i visited bali breakfast spread was impeccable worth every penny";"2,65";"2";"Positive";"0";"0";"0";"0";"0";"0";"0";"1";"0";"4"
"225";"Incredible experience";"Our family stayed here. Breakfast spread was incredible 😍! Worth every penny.";"5";"October 2025";"our family stayed here breakfast spread was incredible worth every penny";"1,85";"2";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
"226";"Breathtaking views";"What a beautiful property! Balinese hospitality was absolutely breathtaking! Highly recommended!";"5";"November 2024";"what a beautiful property balinese hospitality was absolutely breathtaking highly recommended";"2,75";"10";"Positive";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2"
"227";"Breathtaking views";"We just returned from Bvlgari. Our private villa was simply magical. Highly recommended!";"5";"May 2025";"we just returned from bvlgari our private villa was simply magical highly recommended";"1,25";"2";"Positive";"0";"1";"0";"0";"1";"0";"1";"0";"0";"1"
"228";"Mixed experience";"We just returned from Bvlgari. The Italian restaurant was good, but the beach access was quite expensive.";"3";"November 2024";"we just returned from bvlgari the italian restaurant was good but the beach access was quite expensive";"0,50";"3";"Positive";"0";"1";"0";"0";"2";"0";"1";"1";"0";"1"
"229";"Breathtaking views";"Absolutely stunning resort. Butler service exceeded our expectations. Truly an authentic experience.";"4";"July 2026";"absolutely stunning resort butler service exceeded our expectations truly an authentic experience";"2,05";"4";"Positive";"0";"0";"0";"0";"1";"0";"0";"2";"0";"2"
"230";"Unmatched luxury";"We just returned from Bvlgari. Balinese hospitality was incredible 😍! Worth every penny.";"5";"August 2024";"we just returned from bvlgari balinese hospitality was incredible worth every penny";"2,25";"2";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
"231";"Exceptional service";"We just returned from Bvlgari. Balinese hospitality exceeded our expectations. Worth every penny.";"5";"November 2025";"we just returned from bvlgari balinese hospitality exceeded our expectations worth every penny";"2,15";"2";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
"232";"Beautiful paradise";"What a beautiful property! The resort architecture was absolutely breathtaking! Will definitely return.";"5";"September 2025";"what a beautiful property the resort architecture was absolutely breathtaking will definitely return";"1,25";"8";"Positive";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1"
"233";"Best resort in Bali";"Absolutely stunning resort. Our private villa was incredible 😍! Worth every penny.";"5";"January 2025";"absolutely stunning resort our private villa was incredible worth every penny";"2,00";"6";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"234";"Unmatched luxury";"My partner and I visited Bali. Balinese hospitality was stunning. We felt like royalty.";"5";"November 2024";"my partner and i visited bali balinese hospitality was stunning we felt like royalty";"3,65";"6";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3"
"235";"Amazing stay";"We just returned from Bvlgari. Butler service was outstanding. Highly recommended!";"4";"October 2026";"we just returned from bvlgari butler service was outstanding highly recommended";"1,65";"7";"Positive";"0";"0";"0";"0";"1";"0";"0";"1";"1";"2"
"236";"Good but pricey";"Absolutely stunning resort. The spa treatment was good, but the dining prices was quite expensive.";"3";"June 2025";"absolutely stunning resort the spa treatment was good but the dining prices was quite expensive";"1,40";"7";"Positive";"0";"2";"0";"0";"2";"0";"2";"2";"0";"2"
"237";"A 5-star dream";"Our family stayed here. The Italian restaurant exceeded our expectations. We felt like royalty.";"4";"December 2024";"our family stayed here the italian restaurant exceeded our expectations we felt like royalty";"1,50";"2";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"238";"Exceptional service";"Our family stayed here. The Italian restaurant was impeccable. Truly an authentic experience.";"4";"June 2024";"our family stayed here the italian restaurant was impeccable truly an authentic experience";"1,00";"0";"Positive";"0";"0";"0";"0";"1";"0";"0";"2";"0";"2"
"239";"Overrated";"Beautiful location, however the food quality took too long. Ruined the vibe.";"2";"March 2026";"beautiful location however the food quality took too long ruined the vibe";"0,40";"3";"Positive";"1";"1";"1";"1";"2";"1";"0";"1";"1";"2"
"240";"Amazing stay";"Absolutely stunning resort. The main pool was stunning. A must-visit in Bali.";"5";"September 2026";"absolutely stunning resort the main pool was stunning a must visit in bali";"1,55";"4";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3"
"241";"Nice but slow service";"Our family stayed here. Butler service was good, but the staff coordination was disappointing.";"3";"August 2025";"our family stayed here butler service was good but the staff coordination was disappointing";"0,55";"1";"Positive";"0";"1";"0";"0";"1";"1";"1";"2";"1";"2"
"242";"Perfect getaway";"Our family stayed here. The main pool was outstanding. Truly an authentic experience.";"5";"December 2024";"our family stayed here the main pool was outstanding truly an authentic experience";"1,65";"5";"Positive";"0";"0";"0";"0";"2";"0";"0";"1";"1";"4"
"243";"Unmatched luxury";"We just returned from Bvlgari. Our private villa was stunning. Truly an authentic experience.";"5";"July 2025";"we just returned from bvlgari our private villa was stunning truly an authentic experience";"1,25";"4";"Positive";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1"
"244";"Incredible experience";"My partner and I visited Bali. The cliffside elevator was stunning. Can't wait to come back.";"4";"December 2024";"my partner and i visited bali the cliffside elevator was stunning can t wait to come back";"1,30";"4";"Positive";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1"
"245";"Amazing stay";"We just returned from Bvlgari. The resort architecture was perfect. A must-visit in Bali.";"5";"May 2026";"we just returned from bvlgari the resort architecture was perfect a must visit in bali";"1,15";"3";"Positive";"0";"1";"0";"0";"1";"0";"0";"2";"0";"2"
"246";"Perfect getaway";"Absolutely stunning resort. The spa treatment exceeded our expectations. Best trip ever.";"5";"October 2025";"absolutely stunning resort the spa treatment exceeded our expectations best trip ever";"1,80";"7";"Positive";"0";"1";"0";"0";"1";"0";"2";"1";"0";"1"
"247";"Amazing stay";"What a beautiful property! The resort architecture was stunning. Will definitely return.";"4";"December 2025";"what a beautiful property the resort architecture was stunning will definitely return";"1,50";"7";"Positive";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1"
"248";"Beautiful paradise";"Our family stayed here. The Italian restaurant was impeccable. We felt like royalty.";"4";"March 2026";"our family stayed here the italian restaurant was impeccable we felt like royalty";"1,60";"2";"Positive";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2"
"249";"Good but pricey";"My partner and I visited Bali. Balinese hospitality was good, but the food quality took too long.";"3";"May 2026";"my partner and i visited bali balinese hospitality was good but the food quality took too long";"2,95";"5";"Positive";"0";"2";"0";"0";"2";"0";"1";"2";"0";"4"
"250";"Amazing stay";"Absolutely stunning resort. The spa treatment was impeccable. We felt like royalty.";"5";"November 2024";"absolutely stunning resort the spa treatment was impeccable we felt like royalty";"2,50";"6";"Positive";"0";"1";"0";"0";"1";"0";"1";"2";"0";"3"
"251";"Exceptional service";"Our family stayed here. The spa treatment was outstanding. Highly recommended!";"5";"December 2026";"our family stayed here the spa treatment was outstanding highly recommended";"1,40";"7";"Positive";"0";"1";"0";"0";"2";"0";"1";"1";"1";"2"
"252";"Heaven on earth";"What a beautiful property! The ocean view was a dream come true. Worth every penny.";"5";"December 2026";"what a beautiful property the ocean view was a dream come true worth every penny";"2,25";"8";"Positive";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2"
"253";"Heaven on earth";"My partner and I visited Bali. The resort architecture was top notch. Best trip ever.";"4";"July 2025";"my partner and i visited bali the resort architecture was top notch best trip ever";"1,30";"5";"Positive";"0";"1";"0";"0";"0";"0";"1";"2";"0";"2"
"254";"Unmatched luxury";"My partner and I visited Bali. Balinese hospitality was simply magical. Best trip ever.";"4";"December 2026";"my partner and i visited bali balinese hospitality was simply magical best trip ever";"3,05";"3";"Positive";"0";"1";"0";"0";"1";"0";"2";"0";"0";"3"
"255";"Incredible experience";"My partner and I visited Bali. The Italian restaurant exceeded our expectations. We felt like royalty.";"4";"March 2025";"my partner and i visited bali the italian restaurant exceeded our expectations we felt like royalty";"2,30";"2";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
"256";"Perfect getaway";"What a beautiful property! Balinese hospitality was outstanding. Will definitely return.";"4";"December 2025";"what a beautiful property balinese hospitality was outstanding will definitely return";"2,50";"8";"Positive";"0";"0";"0";"0";"2";"0";"0";"0";"1";"3"
"257";"Perfect getaway";"Our family stayed here. The Italian restaurant was simply magical. A must-visit in Bali.";"5";"January 2026";"our family stayed here the italian restaurant was simply magical a must visit in bali";"1,15";"0";"Positive";"0";"1";"0";"0";"1";"0";"1";"0";"0";"2"
"258";"Unmatched luxury";"My partner and I visited Bali. The Italian restaurant was simply magical. Truly an authentic experience.";"4";"December 2025";"my partner and i visited bali the italian restaurant was simply magical truly an authentic experience";"2,05";"0";"Positive";"0";"1";"0";"0";"2";"0";"1";"1";"0";"3"
"259";"Heaven on earth";"My partner and I visited Bali. The spa treatment was top notch. We felt like royalty.";"5";"February 2024";"my partner and i visited bali the spa treatment was top notch we felt like royalty";"2,05";"4";"Positive";"0";"2";"0";"0";"1";"0";"1";"2";"0";"4"
"260";"Mixed experience";"We just returned from Bvlgari. Our private villa was good, but the wifi connection was slightly confusing.";"3";"March 2025";"we just returned from bvlgari our private villa was good but the wifi connection was slightly confusing";"0,25";"1";"Positive";"0";"1";"0";"0";"1";"0";"1";"1";"0";"1"
"261";"Breathtaking views";"We just returned from Bvlgari. The resort architecture was impeccable. A must-visit in Bali.";"5";"August 2024";"we just returned from bvlgari the resort architecture was impeccable a must visit in bali";"0,90";"0";"Positive";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2"
"262";"Amazing stay";"We just returned from Bvlgari. The spa treatment was impeccable. We felt like royalty.";"5";"September 2026";"we just returned from bvlgari the spa treatment was impeccable we felt like royalty";"1,75";"2";"Positive";"0";"1";"0";"0";"1";"0";"1";"2";"0";"3"
"263";"Beautiful paradise";"We just returned from Bvlgari. Butler service was impeccable. Worth every penny.";"5";"February 2024";"we just returned from bvlgari butler service was impeccable worth every penny";"1,65";"2";"Positive";"0";"0";"0";"0";"0";"0";"0";"2";"0";"3"
"264";"Exceptional service";"Our family stayed here. Balinese hospitality was simply magical. Best trip ever.";"5";"October 2026";"our family stayed here balinese hospitality was simply magical best trip ever";"2,25";"3";"Positive";"0";"1";"0";"0";"1";"0";"2";"0";"0";"2"
"265";"Incredible experience";"My partner and I visited Bali. Butler service was stunning. Truly an authentic experience.";"5";"April 2024";"my partner and i visited bali butler service was stunning truly an authentic experience";"2,45";"4";"Positive";"0";"0";"0";"0";"1";"0";"0";"2";"0";"3"
"266";"Beautiful but overrated";"My partner and I visited Bali. Breakfast spread was good, but the wifi connection took too long.";"3";"July 2024";"my partner and i visited bali breakfast spread was good but the wifi connection took too long";"2,15";"3";"Positive";"0";"2";"0";"0";"1";"0";"1";"1";"0";"3"
"267";"Incredible experience";"My partner and I visited Bali. The resort architecture was outstanding. Worth every penny.";"5";"January 2024";"my partner and i visited bali the resort architecture was outstanding worth every penny";"2,30";"7";"Positive";"0";"0";"0";"0";"1";"0";"0";"1";"1";"3"
"268";"Exceptional service";"What a beautiful property! Breakfast spread was absolutely breathtaking! Best trip ever.";"5";"January 2024";"what a beautiful property breakfast spread was absolutely breathtaking best trip ever";"2,35";"11";"Positive";"0";"0";"0";"0";"1";"0";"1";"0";"0";"2"
"269";"Incredible experience";"What a beautiful property! Balinese hospitality was outstanding. Highly recommended!";"4";"November 2026";"what a beautiful property balinese hospitality was outstanding highly recommended";"3,00";"10";"Positive";"0";"0";"0";"0";"2";"0";"0";"0";"1";"3"
"270";"Amazing stay";"Absolutely stunning resort. Breakfast spread was incredible 😍! A must-visit in Bali.";"4";"September 2024";"absolutely stunning resort breakfast spread was incredible a must visit in bali";"2,25";"4";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
"271";"Incredible experience";"We just returned from Bvlgari. The ocean view was a dream come true. Will definitely return.";"5";"March 2024";"we just returned from bvlgari the ocean view was a dream come true will definitely return";"0,75";"3";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"272";"Exceptional service";"What a beautiful property! Butler service was outstanding. Worth every penny.";"4";"December 2024";"what a beautiful property butler service was outstanding worth every penny";"2,65";"10";"Positive";"0";"0";"0";"0";"2";"0";"0";"1";"1";"4"
"273";"Perfect getaway";"We just returned from Bvlgari. The ocean view was a dream come true. Best trip ever.";"4";"August 2025";"we just returned from bvlgari the ocean view was a dream come true best trip ever";"1,25";"6";"Positive";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
"274";"Beautiful paradise";"We just returned from Bvlgari. The spa treatment was stunning. Worth every penny.";"4";"November 2025";"we just returned from bvlgari the spa treatment was stunning worth every penny";"1,65";"6";"Positive";"0";"1";"0";"0";"1";"0";"1";"1";"0";"2"
"275";"Too expensive";"The resort looks nice but the dining prices was disappointing. Very disappointed.";"2";"March 2025";"the resort looks nice but the dining prices was disappointing very disappointed";"-1,50";"-1";"Negative";"1";"0";"1";"0";"0";"2";"0";"0";"2";"0"
"276";"Average stay";"My partner and I visited Bali. The ocean view was good, but the staff coordination was a bit slow.";"3";"June 2024";"my partner and i visited bali the ocean view was good but the staff coordination was a bit slow";"1,70";"3";"Positive";"0";"1";"0";"0";"1";"0";"1";"1";"0";"2"
"277";"Unmatched luxury";"Absolutely stunning resort. Our private villa exceeded our expectations. We felt like royalty.";"5";"February 2025";"absolutely stunning resort our private villa exceeded our expectations we felt like royalty";"2,25";"6";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"278";"Best resort in Bali";"Our family stayed here. The Italian restaurant was incredible 😍! Truly an authentic experience.";"4";"August 2025";"our family stayed here the italian restaurant was incredible truly an authentic experience";"1,00";"0";"Positive";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1"
"279";"Nice but slow service";"What a beautiful property! The spa treatment was good, but the buggy service was completely overrated.";"3";"September 2026";"what a beautiful property the spa treatment was good but the buggy service was completely overrated";"1,80";"6";"Positive";"0";"2";"0";"0";"3";"0";"2";"2";"0";"4"
"280";"Mixed experience";"What a beautiful property! Butler service was good, but the check-in process was quite expensive.";"3";"July 2024";"what a beautiful property butler service was good but the check in process was quite expensive";"1,65";"6";"Positive";"0";"1";"0";"0";"2";"0";"1";"2";"0";"3"
"281";"Could be better";"The resort looks nice but the buggy service was slightly confusing. Ruined the vibe.";"2";"November 2024";"the resort looks nice but the buggy service was slightly confusing ruined the vibe";"-0,75";"-1";"Negative";"1";"0";"1";"1";"0";"1";"0";"0";"1";"0"
"282";"A 5-star dream";"We just returned from Bvlgari. The main pool was incredible 😍! Truly an authentic experience.";"4";"August 2025";"we just returned from bvlgari the main pool was incredible truly an authentic experience";"1,40";"0";"Positive";"0";"0";"0";"0";"1";"0";"0";"1";"0";"3"
"283";"Mixed experience";"We just returned from Bvlgari. The resort architecture was good, but the wifi connection was a bit slow.";"3";"January 2026";"we just returned from bvlgari the resort architecture was good but the wifi connection was a bit slow";"0,50";"3";"Positive";"0";"1";"0";"0";"1";"0";"1";"2";"0";"1"
"284";"Breathtaking views";"Absolutely stunning resort. The resort architecture was a dream come true. A must-visit in Bali.";"5";"April 2025";"absolutely stunning resort the resort architecture was a dream come true a must visit in bali";"1,90";"7";"Positive";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1"
"285";"Exceptional service";"What a beautiful property! The resort architecture was simply magical. A must-visit in Bali.";"4";"April 2026";"what a beautiful property the resort architecture was simply magical a must visit in bali";"1,90";"3";"Positive";"0";"1";"0";"0";"2";"0";"1";"1";"0";"3"
"286";"Incredible experience";"Our family stayed here. The resort architecture was simply magical. Worth every penny.";"5";"November 2024";"our family stayed here the resort architecture was simply magical worth every penny";"1,50";"2";"Positive";"0";"1";"0";"0";"1";"0";"1";"1";"0";"2"
"287";"Best resort in Bali";"Our family stayed here. The main pool was a dream come true. Best trip ever.";"5";"March 2025";"our family stayed here the main pool was a dream come true best trip ever";"1,65";"6";"Positive";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2"
"288";"Bad service";"We had high expectations. the room maintenance was disappointing. We won't be returning.";"1";"November 2025";"we had high expectations the room maintenance was disappointing we won t be returning";"-0,50";"1";"Negative";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0"
"289";"A 5-star dream";"Absolutely stunning resort. The ocean view was top notch. Worth every penny.";"5";"July 2025";"absolutely stunning resort the ocean view was top notch worth every penny";"1,50";"8";"Positive";"0";"1";"0";"0";"0";"0";"0";"1";"0";"2"
"290";"Unmatched luxury";"What a beautiful property! The ocean view was outstanding. We felt like royalty.";"5";"September 2026";"what a beautiful property the ocean view was outstanding we felt like royalty";"2,60";"10";"Positive";"0";"0";"0";"0";"2";"0";"0";"0";"1";"3"
"291";"Perfect getaway";"Our family stayed here. The main pool was a dream come true. We felt like royalty.";"4";"August 2026";"our family stayed here the main pool was a dream come true we felt like royalty";"2,25";"5";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3"
"292";"Perfect getaway";"We just returned from Bvlgari. The cliffside elevator was stunning. Highly recommended!";"5";"August 2025";"we just returned from bvlgari the cliffside elevator was stunning highly recommended";"1,25";"6";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"293";"Amazing stay";"We just returned from Bvlgari. The main pool exceeded our expectations. We felt like royalty.";"5";"October 2024";"we just returned from bvlgari the main pool exceeded our expectations we felt like royalty";"1,90";"2";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3"
"294";"Unmatched luxury";"We just returned from Bvlgari. Butler service was impeccable. Will definitely return.";"5";"July 2026";"we just returned from bvlgari butler service was impeccable will definitely return";"0,90";"0";"Positive";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2"
"295";"Beautiful paradise";"What a beautiful property! Breakfast spread exceeded our expectations. A must-visit in Bali.";"4";"May 2024";"what a beautiful property breakfast spread exceeded our expectations a must visit in bali";"2,15";"3";"Positive";"0";"0";"0";"0";"1";"0";"0";"0";"0";"3"
"296";"Incredible experience";"Our family stayed here. The ocean view was top notch. Truly an authentic experience.";"5";"June 2026";"our family stayed here the ocean view was top notch truly an authentic experience";"0,50";"2";"Positive";"0";"1";"0";"0";"1";"0";"0";"2";"0";"2"
"297";"Breathtaking views";"We just returned from Bvlgari. Our private villa was top notch. Will definitely return.";"5";"March 2026";"we just returned from bvlgari our private villa was top notch will definitely return";"0,00";"2";"Neutral";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1"
"298";"A 5-star dream";"We just returned from Bvlgari. The cliffside elevator was absolutely breathtaking! Will definitely return.";"5";"March 2025";"we just returned from bvlgari the cliffside elevator was absolutely breathtaking will definitely return";"0,50";"5";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"299";"Good but pricey";"My partner and I visited Bali. Breakfast spread was good, but the dining prices was disappointing.";"3";"March 2026";"my partner and i visited bali breakfast spread was good but the dining prices was disappointing";"1,15";"1";"Positive";"0";"1";"0";"0";"1";"1";"1";"1";"1";"3"
"300";"Amazing stay";"Our family stayed here. The cliffside elevator was a dream come true. Best trip ever.";"5";"April 2024";"our family stayed here the cliffside elevator was a dream come true best trip ever";"1,25";"6";"Positive";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
"301";"Incredible experience";"What a beautiful property! Our private villa was perfect. Best trip ever.";"4";"February 2024";"what a beautiful property our private villa was perfect best trip ever";"2,00";"9";"Positive";"0";"1";"0";"0";"2";"0";"1";"1";"0";"2"
"302";"Beautiful but overrated";"Absolutely stunning resort. Butler service was good, but the room maintenance was completely overrated.";"3";"February 2025";"absolutely stunning resort butler service was good but the room maintenance was completely overrated";"2,05";"7";"Positive";"0";"1";"0";"0";"1";"0";"1";"3";"0";"3"
"303";"Average stay";"My partner and I visited Bali. The resort architecture was good, but the dining prices was disappointing.";"3";"February 2024";"my partner and i visited bali the resort architecture was good but the dining prices was disappointing";"0,55";"1";"Positive";"0";"1";"0";"0";"1";"1";"1";"2";"1";"2"
"304";"Incredible experience";"What a beautiful property! The cliffside elevator was absolutely breathtaking! Will definitely return.";"5";"July 2024";"what a beautiful property the cliffside elevator was absolutely breathtaking will definitely return";"1,25";"8";"Positive";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1"
"305";"Incredible experience";"We just returned from Bvlgari. The cliffside elevator was stunning. Can't wait to come back.";"4";"July 2025";"we just returned from bvlgari the cliffside elevator was stunning can t wait to come back";"0,50";"4";"Positive";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"306";"Unmatched luxury";"We just returned from Bvlgari. The cliffside elevator was simply magical. Can't wait to come back.";"4";"September 2024";"we just returned from bvlgari the cliffside elevator was simply magical can t wait to come back";"0,50";"0";"Positive";"0";"2";"0";"0";"1";"0";"1";"0";"1";"1"
"307";"Bad service";"Beautiful location, however the dining prices was slightly confusing. Would not recommend.";"1";"January 2026";"beautiful location however the dining prices was slightly confusing would not recommend";"0,75";"3";"Positive";"0";"0";"0";"0";"1";"0";"0";"1";"0";"2"
"308";"Overrated";"A mixed experience. the dining prices was a bit slow. Expected more from a luxury brand.";"2";"July 2024";"a mixed experience the dining prices was a bit slow expected more from a luxury brand";"0,25";"2";"Positive";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1"
"309";"Heaven on earth";"What a beautiful property! Our private villa was incredible 😍! Worth every penny.";"4";"July 2024";"what a beautiful property our private villa was incredible worth every penny";"2,00";"5";"Positive";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2"
"310";"Could be better";"Not quite what we hoped. the food quality was disappointing. They need to fix this.";"2";"June 2024";"not quite what we hoped the food quality was disappointing they need to fix this";"-0,60";"0";"Negative";"0";"0";"0";"0";"1";"1";"0";"1";"1";"1"
"311";"Amazing stay";"Absolutely stunning resort. The main pool was perfect. Best trip ever.";"4";"December 2025";"absolutely stunning resort the main pool was perfect best trip ever";"2,40";"10";"Positive";"0";"1";"0";"0";"1";"0";"1";"1";"0";"3"
"312";"Breathtaking views";"What a beautiful property! Breakfast spread was outstanding. Highly recommended!";"5";"August 2025";"what a beautiful property breakfast spread was outstanding highly recommended";"2,60";"10";"Positive";"0";"0";"0";"0";"2";"0";"0";"0";"1";"3"
"313";"A 5-star dream";"We just returned from Bvlgari. The cliffside elevator exceeded our expectations. We felt like royalty.";"5";"April 2026";"we just returned from bvlgari the cliffside elevator exceeded our expectations we felt like royalty";"1,50";"2";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"314";"Heaven on earth";"Absolutely stunning resort. Our private villa was outstanding. A must-visit in Bali.";"4";"April 2025";"absolutely stunning resort our private villa was outstanding a must visit in bali";"1,90";"9";"Positive";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2"
